"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station","pollution_ratio"
20398,2015,6,28,21,174,174,13,47,1500,161,28.1,1000.4,21.4,0,"SE",2.4,"Guanyuan",1
20399,2015,6,28,22,196,196,14,45,1700,155,27.7,1000.4,20.8,0,"SSE",2.2,"Guanyuan",1
20400,2015,6,28,23,183,183,20,30,1800,170,27.1,1000.2,20.4,0,"SSE",1.7,"Guanyuan",1
20401,2015,6,29,0,180,180,20,32,1800,142,26.4,999.7,20.5,0,"SE",1.5,"Guanyuan",1
20402,2015,6,29,1,182,182,17,40,1900,105,25.5,999.7,20.5,0,"NE",0.7,"Guanyuan",1
20403,2015,6,29,2,195,195,15,52,1800,67,24.3,999.5,20.8,0,"ENE",1.3,"Guanyuan",1
20404,2015,6,29,3,188,188,10,60,1700,39,23.5,999.1,20.6,0,"ENE",1.3,"Guanyuan",1
20405,2015,6,29,4,182,182,9,65,1500,26,23.9,998.9,20.6,0,"SSE",0.8,"Guanyuan",1
20406,2015,6,29,5,178,178,7,46,1300,43,23.5,998.8,20.8,0,"E",0.4,"Guanyuan",1
20407,2015,6,29,6,180,180,7,58,1400,30,23.4,998.8,21.3,0,"NE",0.7,"Guanyuan",1
20408,2015,6,29,7,174,174,8,64,1400,27,24.1,999,21.2,0,"ENE",0.9,"Guanyuan",1
20409,2015,6,29,8,185,185,9,77,1500,20,24.7,999.5,21,0,"E",1.1,"Guanyuan",1
20410,2015,6,29,9,208,208,11,79,1600,31,25.6,999.3,21.3,0,"ESE",1.2,"Guanyuan",1
20411,2015,6,29,10,207,207,11,51,1600,33,26.3,999.5,21.3,0,"E",1,"Guanyuan",1
20412,2015,6,29,11,219,219,11,75,1800,60,26.6,999.6,21.4,0,"ENE",1,"Guanyuan",1
20413,2015,6,29,12,218,218,9,100,2000,40,25.9,1000,21.3,0,"ENE",2.7,"Guanyuan",1
20414,2015,6,29,13,213,213,10,81,2500,60,23.3,1000.4,18.8,0,"ENE",5.9,"Guanyuan",1
20415,2015,6,29,14,95,95,8,40,1300,62,21,1000.9,16.8,0,"ENE",3.7,"Guanyuan",1
20416,2015,6,29,15,20,20,3,22,500,68,20.1,1002.5,17.9,0.8,"ESE",3.3,"Guanyuan",1
20417,2015,6,29,16,11,11,2,26,500,61,19,1003,18,1.4,"E",3,"Guanyuan",1
20418,2015,6,29,17,22,22,2,23,600,61,18.6,1003.3,17.8,0.3,"ENE",2.2,"Guanyuan",1
20419,2015,6,29,18,17,17,2,31,600,51,18.5,1003.7,17.5,0,"ENE",1.4,"Guanyuan",1
20420,2015,6,29,19,22,22,2,38,700,43,18.4,1004.3,17.7,0.1,"ENE",1.5,"Guanyuan",1
20421,2015,6,29,20,31,31,2,44,700,30,18.5,1004.6,17,0.4,"E",1.5,"Guanyuan",1
20422,2015,6,29,21,26,26,2,46,700,28,19,1004.8,17.3,0,"NW",0.9,"Guanyuan",1
20423,2015,6,29,22,25,25,2,51,700,23,19,1004.6,17.8,0,"NNE",0.6,"Guanyuan",1
20424,2015,6,29,23,26,26,2,51,700,18,19.4,1004.4,17.2,0,"NW",1.6,"Guanyuan",1
20425,2015,6,30,0,22,22,2,39,600,23,19.5,1003.9,17.8,0,"WSW",1.1,"Guanyuan",1
20426,2015,6,30,1,25,25,2,40,600,16,20,1003.4,17.2,0,"NW",0.8,"Guanyuan",1
20427,2015,6,30,2,23,23,2,37,600,22,19.7,1002.7,17.1,0,"NW",1,"Guanyuan",1
20428,2015,6,30,3,30,30,2,37,500,17,19.5,1002.1,17.6,0,"WNW",1,"Guanyuan",1
20429,2015,6,30,4,26,26,2,48,600,6,19.9,1002,17.1,0,"WNW",0.8,"Guanyuan",1
20430,2015,6,30,5,25,25,2,51,600,3,20.2,1001.8,15.4,0,"N",1.8,"Guanyuan",1
20431,2015,6,30,6,14,14,2,45,500,8,19.5,1002.1,15.6,0.1,"WNW",2.3,"Guanyuan",1
20432,2015,6,30,7,8,8,2,29,400,31,18.1,1002.5,13.4,0.1,"NW",3.3,"Guanyuan",1
20433,2015,6,30,8,9,9,2,40,500,23,18.3,1002.5,13.8,0.2,"NW",3.3,"Guanyuan",1
20434,2015,6,30,9,11,11,2,43,600,20,18.4,1001.6,14.3,0.2,"W",1.8,"Guanyuan",1
20435,2015,6,30,10,11,11,2,40,600,25,19.6,1001.6,14.4,0.2,"WNW",2.2,"Guanyuan",1
20436,2015,6,30,11,10,10,2,29,500,39,20.4,1001.1,15.2,0,"W",1.8,"Guanyuan",1
20437,2015,6,30,12,16,16,2,29,500,47,22,1000.1,14.9,0,"WSW",2.9,"Guanyuan",1
20438,2015,6,30,13,29,29,2,23,400,68,24.1,999.2,13.6,0,"W",3.4,"Guanyuan",1
20439,2015,6,30,14,12,12,2,16,300,100,25.2,997.9,11.7,0,"WSW",3.5,"Guanyuan",1
20440,2015,6,30,15,14,14,2,15,300,107,26.4,996.7,11.3,0,"SW",3.2,"Guanyuan",1
20441,2015,6,30,16,9,9,2,17,300,107,26.9,995.3,11.8,0,"SSW",3,"Guanyuan",1
20442,2015,6,30,17,13,13,2,18,300,111,26.6,994.1,13,0,"SW",4.2,"Guanyuan",1
20443,2015,6,30,18,11,16,2,22,300,108,26.2,993.6,13.3,0,"SW",4.4,"Guanyuan",0.6875
20444,2015,6,30,19,12,32,2,26,400,103,25.7,993,14.2,0,"WSW",4.1,"Guanyuan",0.375
20445,2015,6,30,20,10,24,2,27,400,95,25,992.9,13.9,0,"WSW",3.9,"Guanyuan",0.416666666666667
20446,2015,6,30,21,13,28,2,31,400,88,24.5,993.1,13.4,0,"WSW",4.7,"Guanyuan",0.464285714285714
20447,2015,6,30,22,25,53,2,36,400,75,23.4,993.3,14.7,0,"WSW",3.1,"Guanyuan",0.471698113207547
20448,2015,6,30,23,22,45,2,33,500,71,22.3,993.3,14.7,0,"SW",1.6,"Guanyuan",0.488888888888889
20449,2015,7,1,0,17,49,2,40,500,54,19.7,993.1,16.2,0,"NW",0.4,"Guanyuan",0.346938775510204
20450,2015,7,1,1,26,50,2,53,600,27,18.9,992.5,15.9,0,"SSW",0.6,"Guanyuan",0.52
20451,2015,7,1,2,31,54,2,66,600,10,18,992.4,16.2,0,"NE",0.6,"Guanyuan",0.574074074074074
20452,2015,7,1,3,30,57,2,81,700,2,17.8,992.3,16,0,"E",1.1,"Guanyuan",0.526315789473684
20453,2015,7,1,4,38,78,2,79,800,2,17.8,992.4,15.6,0,"NE",0.8,"Guanyuan",0.487179487179487
20454,2015,7,1,5,36,58,3,72,600,2,17.2,993,15,0,"NNE",0.8,"Guanyuan",0.620689655172414
20455,2015,7,1,6,32,49,2,60,600,18,19.1,993.4,15.8,0,"WSW",1,"Guanyuan",0.653061224489796
20456,2015,7,1,7,35,51,4,58,700,26,21.7,993.9,14.6,0,"NNE",1.6,"Guanyuan",0.686274509803922
20457,2015,7,1,8,31,54,3,59,700,40,23.9,993.7,15.9,0,"E",0.9,"Guanyuan",0.574074074074074
20458,2015,7,1,9,31,54,3,59,700,40,26.6,993.7,15.3,0,"NE",1.2,"Guanyuan",0.574074074074074
20459,2015,7,1,10,20,20,8,39,500,56,28.7,993.4,12.6,0,"NE",1.7,"Guanyuan",1
20460,2015,7,1,11,18,18,6,30,500,73,30.3,993.2,10.3,0,"WNW",3.6,"Guanyuan",1
20461,2015,7,1,12,17,17,6,18,400,88,31.3,992.8,10.6,0,"WNW",3.8,"Guanyuan",1
20462,2015,7,1,13,16,16,4,13,300,86,32.2,992.5,10.8,0,"NNW",3.3,"Guanyuan",1
20463,2015,7,1,14,13,13,4,17,300,84,31.5,992.1,9.7,0,"NW",2.7,"Guanyuan",1
20464,2015,7,1,15,9,15,4,27,400,73,31.7,991.9,9.8,0,"NNW",2.1,"Guanyuan",0.6
20465,2015,7,1,16,18,18,5,29,400,70,32,991.4,9.5,0,"NW",1.7,"Guanyuan",1
20466,2015,7,1,17,13,23,5,24,400,77,29.9,992.8,11.4,0,"NE",2.7,"Guanyuan",0.565217391304348
20467,2015,7,1,18,13,145,2,27,500,50,23.6,994.9,15.6,1.8,"ESE",0.9,"Guanyuan",0.0896551724137931
20468,2015,7,1,19,19,19,2,35,500,40,25.5,995.6,16.4,0,"NW",1.9,"Guanyuan",1
20469,2015,7,1,20,9,12,2,38,500,30,24.1,995.6,13.3,0,"NW",1.4,"Guanyuan",0.75
20470,2015,7,1,21,10,13,2,33,400,34,24.1,996.5,11.8,0,"NW",1.3,"Guanyuan",0.769230769230769
20471,2015,7,1,22,10,10,2,37,400,34,24,997.2,11,0,"NNW",2.9,"Guanyuan",1
20472,2015,7,1,23,12,17,2,49,400,18,23.8,997.3,10.8,0,"NW",2.1,"Guanyuan",0.705882352941177
20473,2015,7,2,0,9,14,2,48,400,17,23.1,997.3,10.5,0,"NW",2.2,"Guanyuan",0.642857142857143
20474,2015,7,2,1,7,7,2,29,300,37,23.1,997.5,10.5,0,"NW",1.9,"Guanyuan",1
20475,2015,7,2,2,10,10,2,29,300,39,22.4,997.8,10.2,0,"NNW",1.4,"Guanyuan",1
20476,2015,7,2,3,9,12,2,43,300,20,21.8,997.7,10.3,0,"NW",1.1,"Guanyuan",0.75
20477,2015,7,2,4,13,16,2,55,300,3,22.6,997.9,9.4,0,"NNW",1.8,"Guanyuan",0.8125
20478,2015,7,2,5,10,18,2,61,400,2,20.5,998.1,10.9,0,"ENE",1.4,"Guanyuan",0.555555555555556
20479,2015,7,2,6,14,30,3,53,500,5,21,998.7,11.9,0,"ENE",1.5,"Guanyuan",0.466666666666667
20480,2015,7,2,7,18,41,8,50,600,10,23.7,998.7,12.3,0,"NNE",1,"Guanyuan",0.439024390243902
20481,2015,7,2,8,15,37,9,44,600,24,25.3,999.1,11.5,0,"NNW",2.4,"Guanyuan",0.405405405405405
20482,2015,7,2,9,10,26,11,36,500,43,26.8,999,12.4,0,"NNE",2.3,"Guanyuan",0.384615384615385
20483,2015,7,2,10,7,14,11,23,400,67,28.2,998.8,11.3,0,"N",2,"Guanyuan",0.5
20484,2015,7,2,11,7,7,4,19,400,82,29.7,998.4,8.7,0,"WNW",2.9,"Guanyuan",1
20485,2015,7,2,12,10,10,2,15,300,88,30.5,997.9,8.8,0,"WNW",5.4,"Guanyuan",1
20486,2015,7,2,13,16,16,3,14,300,90,31.2,997.2,7.6,0,"N",2.9,"Guanyuan",1
20487,2015,7,2,14,9,11,5,17,300,91,32.4,996.6,7.9,0,"NW",3.3,"Guanyuan",0.818181818181818
20488,2015,7,2,15,11,11,5,19,300,93,32.7,996.3,8.9,0,"NNE",1.4,"Guanyuan",1
20489,2015,7,2,16,15,15,2,19,300,89,33.3,996,5.8,0,"N",3.2,"Guanyuan",1
20490,2015,7,2,17,8,8,2,19,200,91,33.2,996,4.9,0,"N",3.5,"Guanyuan",1
20491,2015,7,2,18,11,11,2,29,300,82,32.9,996.5,3.7,0,"NNE",3,"Guanyuan",1
20492,2015,7,2,19,9,9,2,36,300,73,31.6,997.3,5.2,0,"ENE",1.5,"Guanyuan",1
20493,2015,7,2,20,13,17,2,38,300,64,28.5,998.1,7.7,0,"NE",0.9,"Guanyuan",0.764705882352941
20494,2015,7,2,21,20,57,2,69,600,21,23.8,999.2,9.8,0,"ENE",1.2,"Guanyuan",0.350877192982456
20495,2015,7,2,22,24,61,2,83,1000,2,22.2,999.9,11.9,0,"NE",0.2,"Guanyuan",0.39344262295082
20496,2015,7,2,23,29,56,2,84,1100,2,21.2,1000.5,11.8,0,"NE",0.1,"Guanyuan",0.517857142857143
20497,2015,7,3,0,22,67,3,80,1000,2,20.8,1001.4,10.6,0,"E",2.2,"Guanyuan",0.328358208955224
20498,2015,7,3,1,20,67,3,78,800,2,22.2,1002,11.9,0,"ESE",1.8,"Guanyuan",0.298507462686567
20499,2015,7,3,2,26,95,9,42,800,38,21,1002.8,11.6,0,"E",1.4,"Guanyuan",0.273684210526316
20500,2015,7,3,3,19,50,7,37,700,35,20.2,1003.4,11.4,0,"E",1,"Guanyuan",0.38
20501,2015,7,3,4,14,52,11,44,1100,16,18.3,1004,12.7,0,"NW",0.8,"Guanyuan",0.269230769230769
20502,2015,7,3,5,16,53,18,51,1600,11,17,1004.2,12.5,0,"NNW",0.3,"Guanyuan",0.30188679245283
20503,2015,7,3,6,26,59,27,50,2100,16,19.1,1004.6,14.8,0,"E",0.9,"Guanyuan",0.440677966101695
20504,2015,7,3,7,35,70,42,50,2500,24,23.3,1005.1,12.6,0,"E",0.9,"Guanyuan",0.5
20505,2015,7,3,8,30,66,34,46,2200,31,24.7,1005.6,10.2,0,"E",2.1,"Guanyuan",0.454545454545455
20506,2015,7,3,9,29,67,27,44,1700,41,25.5,1005.9,8.5,0,"E",2.4,"Guanyuan",0.432835820895522
20507,2015,7,3,10,21,39,10,32,800,59,26.3,1005.6,9.2,0,"ENE",1.6,"Guanyuan",0.538461538461538
20508,2015,7,3,11,19,22,3,24,400,78,27.2,1005.3,8.6,0,"E",2,"Guanyuan",0.863636363636364
20509,2015,7,3,12,14,38,4,29,500,92,28.2,1004.9,9.5,0,"S",1.6,"Guanyuan",0.368421052631579
20510,2015,7,3,13,26,56,10,35,900,113,29,1004,10.2,0,"NNW",1.2,"Guanyuan",0.464285714285714
20511,2015,7,3,14,41,74,19,35,1400,150,29.4,1003.3,10,0,"SE",3.1,"Guanyuan",0.554054054054054
20512,2015,7,3,15,47,75,20,31,1500,195,29.8,1002.9,10.4,0,"ESE",2.9,"Guanyuan",0.626666666666667
20513,2015,7,3,16,47,62,16,24,1300,218,30.3,1002.5,9.2,0,"S",2,"Guanyuan",0.758064516129032
20514,2015,7,3,17,35,56,11,24,1100,212,30.2,1002.2,9.7,0,"SSW",2.3,"Guanyuan",0.625
20515,2015,7,3,18,32,55,9,25,900,207,29.9,1002.3,9.9,0,"S",2.4,"Guanyuan",0.581818181818182
20516,2015,7,3,19,28,52,8,29,900,192,29.1,1002.7,10.2,0,"SSE",2.1,"Guanyuan",0.538461538461538
20517,2015,7,3,20,32,71,8,27,800,172,27.5,1003.3,11.9,0,"S",3.6,"Guanyuan",0.450704225352113
20518,2015,7,3,21,36,115,15,31,1200,152,26,1004.1,12.4,0,"SSW",3.3,"Guanyuan",0.31304347826087
20519,2015,7,3,22,35,90,14,30,1100,127,24.7,1005.2,11.3,0,"SW",3.4,"Guanyuan",0.388888888888889
20520,2015,7,3,23,31,73,14,35,1400,102,23.9,1005.6,9.8,0,"SSW",2.8,"Guanyuan",0.424657534246575
20521,2015,7,4,0,23,35,13,31,1100,77,23.1,1005.8,9.5,0,"SSW",2.3,"Guanyuan",0.657142857142857
20522,2015,7,4,1,16,35,10,24,500,73,22.3,1006,9.8,0,"SSW",1.1,"Guanyuan",0.457142857142857
20523,2015,7,4,2,20,35,10,28,500,66,22.2,1006.2,10,0,"SSW",1,"Guanyuan",0.571428571428571
20524,2015,7,4,3,16,36,10,30,600,60,20.7,1005.8,11.1,0,"SE",1,"Guanyuan",0.444444444444444
20525,2015,7,4,4,20,39,8,34,600,55,20,1006,11.5,0,"ESE",1.5,"Guanyuan",0.512820512820513
20526,2015,7,4,5,19,41,7,36,500,49,19.6,1007,12.4,0,"ENE",1.1,"Guanyuan",0.463414634146341
20527,2015,7,4,6,21,35,6,45,600,36,19.8,1006.1,13.7,0,"ESE",1.7,"Guanyuan",0.6
20528,2015,7,4,7,20,56,8,61,700,23,21.3,1005.8,14.5,0,"E",1.1,"Guanyuan",0.357142857142857
20529,2015,7,4,8,31,82,9,62,800,22,23.2,1006,12.8,0,"S",0.9,"Guanyuan",0.378048780487805
20530,2015,7,4,9,26,75,8,61,800,30,23.9,1006.4,12.5,0,"S",1.1,"Guanyuan",0.346666666666667
20531,2015,7,4,10,28,56,8,62,800,38,23.8,1005.7,12.4,0,"ESE",2.1,"Guanyuan",0.5
20532,2015,7,4,11,32,72,9,56,700,55,24.3,1005.5,13.2,0,"ESE",1.5,"Guanyuan",0.444444444444444
20533,2015,7,4,12,28,32,6,34,500,85,25.6,1005.3,9.4,0,"SW",2.2,"Guanyuan",0.875
20534,2015,7,4,13,28,44,5,30,500,95,25.7,1005.4,9.5,0,"SW",2.6,"Guanyuan",0.636363636363636
20535,2015,7,4,14,14,14,2,21,400,102,25.3,1004.9,10.7,0,"SE",1.6,"Guanyuan",1
20536,2015,7,4,15,23,47,3,22,400,114,25.7,1004.5,10.7,0,"SE",2.1,"Guanyuan",0.48936170212766
20537,2015,7,4,16,16,79,4,31,600,118,24.3,1004.8,14.1,0,"WNW",1,"Guanyuan",0.20253164556962
20538,2015,7,4,17,38,62,2,38,700,95,23.3,1004.4,12.3,0.2,"SW",1.6,"Guanyuan",0.612903225806452
20539,2015,7,4,18,40,48,3,54,800,88,21.4,1004,17.4,1.2,"WSW",1.5,"Guanyuan",0.833333333333333
20540,2015,7,4,19,48,90,2,73,1100,61,21.8,1004.7,17.4,0.2,"WNW",0.9,"Guanyuan",0.533333333333333
20541,2015,7,4,20,52,81,2,85,1100,38,20.5,1005.1,17.9,0,"E",1.4,"Guanyuan",0.641975308641975
20542,2015,7,4,21,56,78,2,83,1100,30,19.4,1005.9,17.9,0,"ESE",1.1,"Guanyuan",0.717948717948718
20543,2015,7,4,22,67,72,2,104,1300,15,19.1,1005.9,17.4,0,"E",0.5,"Guanyuan",0.930555555555556
20544,2015,7,4,23,66,84,2,96,1300,18,18.6,1006.1,17.6,0,"ESE",0.8,"Guanyuan",0.785714285714286
20545,2015,7,5,0,72,91,2,100,1200,2,18.2,1006.3,17.4,0,"ENE",1.3,"Guanyuan",0.791208791208791
20546,2015,7,5,1,66,83,2,93,1000,2,18.3,1006.6,16.6,0,"NE",1.1,"Guanyuan",0.795180722891566
20547,2015,7,5,2,59,65,2,83,900,6,17.9,1006.5,16.4,0,"NE",0.9,"Guanyuan",0.907692307692308
20548,2015,7,5,3,59,61,2,74,800,12,18,1006.3,16.2,0,"NE",0.2,"Guanyuan",0.967213114754098
20549,2015,7,5,4,63,75,2,82,900,2,17.5,1006.2,15.5,0,"ENE",0.8,"Guanyuan",0.84
20550,2015,7,5,5,60,78,2,80,900,2,17.7,1006.5,15.1,0,"NE",0.9,"Guanyuan",0.769230769230769
20551,2015,7,5,6,61,61,2,59,800,17,18.1,1006.6,15,0,"NE",1.7,"Guanyuan",1
20552,2015,7,5,7,55,56,2,53,800,23,19.4,1007,14.9,0,"ENE",1.3,"Guanyuan",0.982142857142857
20553,2015,7,5,8,63,68,4,49,900,34,21.1,1007,15.2,0,"NNE",1.7,"Guanyuan",0.926470588235294
20554,2015,7,5,9,78,90,14,48,1200,48,22.8,1006.8,15.1,0,"NE",1.5,"Guanyuan",0.866666666666667
20555,2015,7,5,10,94,94,26,47,1900,75,24.4,1006.6,14.2,0,"NE",2,"Guanyuan",1
20556,2015,7,5,11,75,75,23,38,1700,112,25.7,1006.4,13.9,0,"E",1.4,"Guanyuan",1
20557,2015,7,5,12,65,65,19,31,1400,142,26.6,1006,12.6,0,"N",1.2,"Guanyuan",1
20558,2015,7,5,13,74,74,27,31,1500,178,27.7,1005.4,13.2,0,"E",1.7,"Guanyuan",1
20559,2015,7,5,14,86,86,26,26,1400,220,28.3,1004.9,12.2,0,"E",2.7,"Guanyuan",1
20560,2015,7,5,15,71,71,18,25,1300,246,28.8,1004.4,13.9,0,"ESE",2.2,"Guanyuan",1
20561,2015,7,5,16,68,74,13,22,1200,275,29.1,1003.9,13.7,0,"SSE",2.1,"Guanyuan",0.918918918918919
20562,2015,7,5,17,66,71,10,23,1100,262,29.1,1003.5,13.3,0,"SE",2.4,"Guanyuan",0.929577464788732
20563,2015,7,5,18,64,64,9,25,1100,243,28.6,1003.4,14.1,0,"SE",2.3,"Guanyuan",1
20564,2015,7,5,19,64,70,12,24,1400,234,27.8,1004,14.1,0,"SE",1.7,"Guanyuan",0.914285714285714
20565,2015,7,5,20,70,83,18,30,1600,220,26.8,1004.7,16.4,0,"SSE",2.5,"Guanyuan",0.843373493975904
20566,2015,7,5,21,70,109,12,39,1400,186,25.6,1005.4,17.5,0,"SSE",2,"Guanyuan",0.642201834862385
20567,2015,7,5,22,64,102,6,33,800,137,25,1006.2,17,0,"SSE",1.7,"Guanyuan",0.627450980392157
20568,2015,7,5,23,50,83,8,28,900,117,23.9,1006.8,16.9,0,"ESE",1.7,"Guanyuan",0.602409638554217
20569,2015,7,6,0,69,89,8,34,1000,92,23.1,1006.7,16.9,0,"SSE",1.3,"Guanyuan",0.775280898876405
20570,2015,7,6,1,74,79,8,37,1000,75,22.3,1006.7,16.8,0,"ESE",1,"Guanyuan",0.936708860759494
20571,2015,7,6,2,68,83,4,42,800,58,20.4,1006.8,17.2,0,"E",1,"Guanyuan",0.819277108433735
20572,2015,7,6,3,80,80,4,46,800,46,19.5,1006.9,17.1,0,"ENE",1,"Guanyuan",1
20573,2015,7,6,4,74,74,4,31,700,75,19.2,1007.2,17.2,0,"E",1.2,"Guanyuan",1
20574,2015,7,6,5,74,86,6,28,900,75,19.2,1007.2,17.5,0,"E",1.1,"Guanyuan",0.86046511627907
20575,2015,7,6,6,81,81,6,33,1000,60,20.2,1007.5,18,0,"ENE",1.1,"Guanyuan",1
20576,2015,7,6,7,85,85,21,45,2700,55,21.8,1007.5,18,0,"E",1.6,"Guanyuan",1
20577,2015,7,6,8,112,112,42,60,2900,51,23.2,1007.7,17.6,0,"ENE",1.3,"Guanyuan",1
20578,2015,7,6,9,105,105,45,62,2700,72,24.5,1007.8,16.5,0,"SE",1.3,"Guanyuan",1
20579,2015,7,6,10,98,98,34,56,2300,93,26.1,1007.5,14.2,0,"E",1.8,"Guanyuan",1
20580,2015,7,6,11,87,87,20,49,1600,114,26.9,1007.5,14.6,0,"E",1.9,"Guanyuan",1
20581,2015,7,6,12,80,80,16,49,1500,129,28.1,1007,14.7,0,"SE",1.5,"Guanyuan",1
20582,2015,7,6,13,56,56,10,27,1000,188,28.8,1006.2,14.2,0,"E",1.8,"Guanyuan",1
20583,2015,7,6,14,50,50,9,24,900,219,29.8,1005.5,15.5,0,"W",1.5,"Guanyuan",1
20584,2015,7,6,15,59,60,8,22,900,242,30.1,1005,13.8,0,"SW",2,"Guanyuan",0.983333333333333
20585,2015,7,6,16,57,59,7,22,900,253,30.4,1004.4,13.7,0,"E",1.5,"Guanyuan",0.966101694915254
20586,2015,7,6,17,57,57,7,19,900,242,29.9,1004.1,14,0,"SSE",2.2,"Guanyuan",1
20587,2015,7,6,18,47,63,7,20,1000,238,29.7,1003.9,14.3,0,"ESE",1.7,"Guanyuan",0.746031746031746
20588,2015,7,6,19,59,71,6,26,1100,233,28.9,1004.2,15.1,0,"SSE",1.9,"Guanyuan",0.830985915492958
20589,2015,7,6,20,61,62,5,29,900,204,28,1004.6,15,0,"SSE",1.7,"Guanyuan",0.983870967741935
20590,2015,7,6,21,49,67,4,29,700,170,27.4,1005.3,15.1,0,"SSE",2.1,"Guanyuan",0.73134328358209
20591,2015,7,6,22,41,94,7,33,800,143,26.5,1005.7,15.8,0,"SSE",2,"Guanyuan",0.436170212765957
20592,2015,7,6,23,71,130,16,33,1500,130,25.4,1005.9,16.5,0,"SE",1.8,"Guanyuan",0.546153846153846
20593,2015,7,7,0,74,85,13,27,1200,122,24.5,1005.9,16.5,0,"SSE",1.1,"Guanyuan",0.870588235294118
20594,2015,7,7,1,61,71,7,29,700,106,23.4,1005.9,17.4,0,"ESE",1.5,"Guanyuan",0.859154929577465
20595,2015,7,7,2,55,57,6,29,600,86,22.6,1005.9,17.7,0,"E",1.1,"Guanyuan",0.964912280701754
20596,2015,7,7,3,48,48,6,31,900,75,21.8,1005.9,17.8,0,"E",1.3,"Guanyuan",1
20597,2015,7,7,4,46,54,12,29,1900,60,21,1005.7,16.4,0,"E",1.1,"Guanyuan",0.851851851851852
20598,2015,7,7,5,56,84,10,49,1700,37,20.2,1006.1,16.4,0,"E",1.1,"Guanyuan",0.666666666666667
20599,2015,7,7,6,74,106,6,68,1100,4,20.4,1006.1,17,0,"E",0.9,"Guanyuan",0.69811320754717
20600,2015,7,7,7,83,90,10,59,1200,14,22.9,1006.5,16.9,0,"ENE",0.6,"Guanyuan",0.922222222222222
20601,2015,7,7,8,84,86,11,61,1200,29,24.2,1006.6,16.7,0,"WNW",0.9,"Guanyuan",0.976744186046512
20602,2015,7,7,9,75,86,10,59,1200,57,25.7,1006.2,17.1,0,"ESE",1.4,"Guanyuan",0.872093023255814
20603,2015,7,7,10,86,92,10,66,1200,67,27.1,1005.8,16.4,0,"E",0.9,"Guanyuan",0.934782608695652
20604,2015,7,7,11,77,77,11,47,1000,111,28,1005.3,16,0,"SW",1.9,"Guanyuan",1
20605,2015,7,7,12,75,75,11,34,900,155,28.9,1004.7,16.5,0,"WSW",2.7,"Guanyuan",1
20606,2015,7,7,13,65,65,8,20,800,210,30.3,1004.1,16.3,0,"SW",2.1,"Guanyuan",1
20607,2015,7,7,14,69,79,7,17,700,227,31,1003.5,15.8,0,"SE",2.7,"Guanyuan",0.873417721518987
20608,2015,7,7,15,64,70,6,17,700,232,31.4,1002.9,16.9,0,"SSE",2.4,"Guanyuan",0.914285714285714
20609,2015,7,7,16,59,69,5,17,700,225,32,1002.7,15.9,0,"SW",2.1,"Guanyuan",0.855072463768116
20610,2015,7,7,17,61,70,6,18,800,227,31.8,1002.5,15.3,0,"SSW",2.6,"Guanyuan",0.871428571428571
20611,2015,7,7,18,63,80,6,21,800,227,31.4,1002.4,15,0,"S",2,"Guanyuan",0.7875
20612,2015,7,7,19,64,77,5,26,900,210,30.8,1002.7,14.4,0,"SSE",1.3,"Guanyuan",0.831168831168831
20613,2015,7,7,20,71,80,6,27,1000,210,29.1,1003.2,14.5,0,"SE",2.7,"Guanyuan",0.8875
20614,2015,7,7,21,57,94,9,29,1200,219,28,1004.3,15,0,"SE",2,"Guanyuan",0.606382978723404
20615,2015,7,7,22,56,81,10,30,1000,183,27.1,1004.8,15.5,0,"SSE",2.5,"Guanyuan",0.691358024691358
20616,2015,7,7,23,62,106,9,29,1100,139,26.5,1005.2,16.4,0,"S",1.9,"Guanyuan",0.584905660377358
20617,2015,7,8,0,82,104,12,33,1200,109,25.2,1005.3,16.9,0,"SE",1.2,"Guanyuan",0.788461538461538
20618,2015,7,8,1,85,107,12,32,1500,99,23.6,1005.6,17.3,0,"E",1,"Guanyuan",0.794392523364486
20619,2015,7,8,2,95,104,7,34,1300,83,23.7,1005.3,17.2,0,"ESE",1.4,"Guanyuan",0.913461538461538
20620,2015,7,8,3,96,127,10,37,1800,71,22.7,1005.7,18.5,0,"ESE",1.7,"Guanyuan",0.755905511811024
20621,2015,7,8,4,132,162,11,33,2000,65,22.2,1005.9,18.8,0,"E",1.5,"Guanyuan",0.814814814814815
20622,2015,7,8,5,141,153,7,48,1800,36,21.7,1006.3,19.1,0,"E",1.1,"Guanyuan",0.92156862745098
20623,2015,7,8,6,156,157,7,49,2000,25,22,1006.7,19.5,0,"E",1,"Guanyuan",0.993630573248408
20624,2015,7,8,7,163,172,9,49,1900,25,23.3,1006.8,19.9,0,"SSE",1.2,"Guanyuan",0.947674418604651
20625,2015,7,8,8,185,185,11,53,1900,32,24.5,1007.4,20.4,0,"ESE",1.3,"Guanyuan",1
20626,2015,7,8,9,190,190,13,57,2000,44,25.5,1007.3,20.1,0,"SSE",1.1,"Guanyuan",1
20627,2015,7,8,10,190,190,13,56,1900,73,27.1,1007,19.4,0,"SSE",1.4,"Guanyuan",1
20628,2015,7,8,11,192,192,15,48,1700,120,28.6,1006.8,20.1,0,"NNE",2.1,"Guanyuan",1
20629,2015,7,8,12,176,176,16,32,1400,188,30.1,1006.3,18.8,0,"S",2.4,"Guanyuan",1
